DIA,Usos bicis abono anual ,Usos bicis abono ocasional ,Usos bicis total,,Usos abono anual acumulado,Usos abono ocasional acumulado,Usos total acumulado desde inicio,,Acumulado mes total,,,
7/4/15,"9,401",328,"9,729",,"1,934,744","36,678","1,971,422",,,,,
7/5/15,"7,649",301,"7,950",,"1,942,393","36,979","1,979,372",,,,,
7/6/15,"8,725",174,"8,899",,"1,951,118","37,153","1,988,271",,,,,
7/7/15,"9,695",168,"9,863",,"1,960,813","37,321","1,998,134",,,,,
7/8/15,"10,756",186,"10,942",,"1,971,569","37,507","2,009,076",,,,,
7/9/15,"12,130",249,"12,379",,"1,983,699","37,756","2,021,455",,,,,
7/10/15,"11,325",205,"11,530",,"1,995,024","37,961","2,032,985",,,,,
7/11/15,"9,101",332,"9,433",,"2,004,125","38,293","2,042,418",,,,,
7/12/15,"8,299",363,"8,662",,"2,012,424","38,656","2,051,080",,,,,
7/13/15,"10,507",259,"10,766",,"2,022,931","38,915","2,061,846",,,,,
7/14/15,"10,979",169,"11,148",,"2,033,910","39,084","2,072,994",,,,,
7/15/15,"11,589",134,"11,723",,"2,045,499","39,218","2,084,717",,,,,
7/16/15,"11,593",157,"11,750",,"2,057,092","39,375","2,096,467",,,,,
7/17/15,"10,981",212,"11,193",,"2,068,073","39,587","2,107,660",,,,,
7/18/15,"9,142",355,"9,497",,"2,077,215","39,942","2,117,157",,,,,
7/19/15,"8,309",427,"8,736",,"2,085,524","40,369","2,125,893",,,,,
7/20/15,"10,049",268,"10,317",,"2,095,573","40,637","2,136,210",,,,,
7/21/15,"10,441",192,"10,633",,"2,106,014","40,829","2,146,843",,,,,
7/22/15,"10,544",151,"10,695",,"2,116,558","40,980","2,157,538",,,,,
7/23/15,"11,251",179,"11,430",,"2,127,809","41,159","2,168,968",,,,,
7/24/15,"10,465",218,"10,683",,"2,138,274","41,377","2,179,651",,,,,
7/25/15,"8,618",393,"9,011",,"2,146,892","41,770","2,188,662",,,,,
7/26/15,"7,977",316,"8,293",,"2,154,869","42,086","2,196,955",,,,,
7/27/15,"9,443",159,"9,602",,"2,164,312","42,245","2,206,557",,,,,
7/28/15,"10,363",189,"10,552",,"2,174,675","42,434","2,217,109",,,,,
7/29/15,"10,827",159,"10,986",,"2,185,502","42,593","2,228,095",,,,,
7/30/15,"10,578",155,"10,733",,"2,196,080","42,748","2,238,828",,,,,
7/31/15,"9,814",189,"10,003",,"2,205,894","42,937","2,248,831",,"321,519",,,
8/1/15,"8,074",280,"8,354",,"2,213,968","43,217","2,257,185",,,,,
8/2/15,"7,498",359,"7,857",,"2,221,466","43,576","2,265,042",,,,,
8/3/15,"8,437",177,"8,614",,"2,229,903","43,753","2,273,656",,,,,
8/4/15,"8,906",203,"9,109",,"2,238,809","43,956","2,282,765",,,,,
8/5/15,"9,258",179,"9,437",,"2,248,067","44,135","2,292,202",,,,,
8/6/15,"9,535",271,"9,806",,"2,257,602","44,406","2,302,008",,,,,
8/7/15,"8,671",175,"8,846",,"2,266,273","44,581","2,310,854",,,,,
8/8/15,"7,554",374,"7,928",,"2,273,827","44,955","2,318,782",,,,,
8/9/15,"6,969",374,"7,343",,"2,280,796","45,329","2,326,125",,,,,
8/10/15,"7,986",189,"8,175",,"2,288,782","45,518","2,334,300",,,,,
8/11/15,"8,750",191,"8,941",,"2,297,532","45,709","2,343,241",,,,,
8/12/15,"9,132",251,"9,383",,"2,306,664","45,960","2,352,624",,,,,
8/13/15,"8,935",236,"9,171",,"2,315,599","46,196","2,361,795",,,,,
8/14/15,"8,165",231,"8,396",,"2,323,764","46,427","2,370,191",,,,,
8/15/15,"7,000",297,"7,297",,"2,330,764","46,724","2,377,488",,,,,
8/16/15,"6,770",336,"7,106",,"2,337,534","47,060","2,384,594",,,,,
8/17/15,"8,340",200,"8,540",,"2,345,874","47,260","2,393,134",,,,,
8/18/15,"8,790",269,"9,059",,"2,354,664","47,529","2,402,193",,,,,
8/19/15,"8,910",227,"9,137",,"2,363,574","47,756","2,411,330",,,,,
8/20/15,"9,327",292,"9,619",,"2,372,901","48,048","2,420,949",,,,,
8/21/15,"8,737",306,"9,043",,"2,381,638","48,354","2,429,992",,,,,
8/22/15,"7,668",475,"8,143",,"2,389,306","48,829","2,438,135",,,,,
8/23/15,"7,911",469,"8,380",,"2,397,217","49,298","2,446,515",,,,,
8/24/15,"8,635",223,"8,858",,"2,405,852","49,521","2,455,373",,,,,
8/25/15,"9,397",212,"9,609",,"2,415,249","49,733","2,464,982",,,,,
8/26/15,"10,135",197,"10,332",,"2,425,384","49,930","2,475,314",,,,,
8/27/15,"10,421",189,"10,610",,"2,435,805","50,119","2,485,924",,,,,
8/28/15,"10,309",245,"10,554",,"2,446,114","50,364","2,496,478",,,,,
8/29/15,"9,433",400,"9,833",,"2,455,547","50,764","2,506,311",,,,,
8/30/15,"8,013",309,"8,322",,"2,463,560","51,073","2,514,633",,,,,
8/31/15,"9,601",142,"9,743",,"2,473,161","51,215","2,524,376",,"275,545",,,
9/1/15,"11,133",162,"11,295",,"2,484,294","51,377","2,535,671",,,,,
9/2/15,"11,942",158,"12,100",,"2,496,236","51,535","2,547,771",,,,,
9/3/15,"12,919",171,"13,090",,"2,509,155","51,706","2,560,861",,,,,
9/4/15,"12,253",177,"12,430",,"2,521,408","51,883","2,573,291",,,,,
9/5/15,"10,598",454,"11,052",,"2,532,006","52,337","2,584,343",,,,,
9/6/15,"10,629",561,"11,190",,"2,542,635","52,898","2,595,533",,,,,
9/7/15,"10,560",226,"10,786",,"2,553,195","53,124","2,606,319",,,,,
9/8/15,"12,315",194,"12,509",,"2,565,510","53,318","2,618,828",,,,,
9/9/15,"12,863",184,"13,047",,"2,578,373","53,502","2,631,875",,,,,
9/10/15,"13,747",164,"13,911",,"2,592,120","53,666","2,645,786",,,,,
9/11/15,"13,558",254,"13,812",,"2,605,678","53,920","2,659,598",,,,,
9/12/15,"11,419",513,"11,932",,"2,617,097","54,433","2,671,530",,,,,
9/13/15,"10,391",549,"10,940",,"2,627,488","54,982","2,682,470",,,,,
9/14/15,"11,076",206,"11,282",,"2,638,564","55,188","2,693,752",,,,,
9/15/15,"10,079",106,"10,185",,"2,648,643","55,294","2,703,937",,,,,
9/16/15,"7,636",64,"7,700",,"2,656,279","55,358","2,711,637",,,,,
9/17/15,"11,823",127,"11,950",,"2,668,102","55,485","2,723,587",,,,,
9/18/15,"13,478",199,"13,677",,"2,681,580","55,684","2,737,264",,,,,
9/19/15,"12,287",328,"12,615",,"2,693,867","56,012","2,749,879",,,,,
9/20/15,"11,685",745,"12,430",,"2,705,552","56,757","2,762,309",,,,,
9/21/15,"12,068",230,"12,298",,"2,717,620","56,987","2,774,607",,,,,
9/22/15,"13,662",130,"13,792",,"2,731,282","57,117","2,788,399",,,,,
9/23/15,"13,555",198,"13,753",,"2,744,837","57,315","2,802,152",,,,,
9/24/15,"13,922",183,"14,105",,"2,758,759","57,498","2,816,257",,,,,
9/25/15,"14,976",332,"15,308",,"2,773,735","57,830","2,831,565",,,,,
9/26/15,"13,485",594,"14,079",,"2,787,220","58,424","2,845,644",,,,,
9/27/15,"12,334",714,"13,048",,"2,799,554","59,138","2,858,692",,,,,
9/28/15,"11,880",239,"12,119",,"2,811,434","59,377","2,870,811",,,,,
9/29/15,"12,505",130,"12,635",,"2,823,939","59,507","2,883,446",,,,,
9/30/15,"13,490",137,"13,627",,"2,837,429","59,644","2,897,073",,"372,697",,,
10/1/15,"13,882",198,"14,080",,"2,851,311","59,842","2,911,153",,,,,
10/2/15,"15,009",250,"15,259",,"2,866,320","60,092","2,926,412",,,,,
10/3/15,"13,645",538,"14,183",,"2,879,965","60,630","2,940,595",,,,,
10/4/15,"11,192",595,"11,787",,"2,891,157","61,225","2,952,382",,,,,
10/5/15,"9,810",165,"9,975",,"2,900,967","61,390","2,962,357",,,,,
10/6/15,"12,174",144,"12,318",,"2,913,141","61,534","2,974,675",,,,,
10/7/15,"12,292",143,"12,435",,"2,925,433","61,677","2,987,110",,,,,
10/8/15,"13,045",150,"13,195",,"2,938,478","61,827","3,000,305",,,,,
10/9/15,"13,525",241,"13,766",,"2,952,003","62,068","3,014,071",,,,,
10/10/15,"11,026",576,"11,602",,"2,963,029","62,644","3,025,673",,,,,
10/11/15,"9,000",469,"9,469",,"2,972,029","63,113","3,035,142",,,,,
10/12/15,"10,093",533,"10,626",,"2,982,122","63,646","3,045,768",,,,,
10/13/15,"8,567",104,"8,671",,"2,990,689","63,750","3,054,439",,,,,
10/14/15,"11,423",163,"11,586",,"3,002,112","63,913","3,066,025",,,,,
10/15/15,"12,340",142,"12,482",,"3,014,452","64,055","3,078,507",,,,,
10/16/15,"13,346",185,"13,531",,"3,027,798","64,240","3,092,038",,,,,
10/17/15,"9,709",321,"10,030",,"3,037,507","64,561","3,102,068",,,,,
10/18/15,"5,999",232,"6,231",,"3,043,506","64,793","3,108,299",,,,,
10/19/15,"8,612",175,"8,787",,"3,052,118","64,968","3,117,086",,,,,
10/20/15,"11,120",190,"11,310",,"3,063,238","65,158","3,128,396",,,,,
10/21/15,"11,150",163,"11,313",,"3,074,388","65,321","3,139,709",,,,,
10/22/15,"11,826",171,"11,997",,"3,086,214","65,492","3,151,706",,,,,
10/23/15,"12,461",226,"12,687",,"3,098,675","65,718","3,164,393",,,,,
10/24/15,"12,004",484,"12,488",,"3,110,679","66,202","3,176,881",,,,,
10/25/15,"11,347",495,"11,842",,"3,122,026","66,697","3,188,723",,,,,
10/26/15,"8,748",85,"8,833",,"3,130,774","66,782","3,197,556",,,,,
10/27/15,"8,748",85,"8,833",,"3,139,522","66,867","3,206,389",,,,,
10/28/15,"9,575",77,"9,652",,"3,149,097","66,944","3,216,041",,,,,
10/29/15,"10,998",127,"11,125",,"3,160,095","67,071","3,227,166",,,,,
10/30/15,"12,678",219,"12,897",,"3,172,773","67,290","3,240,063",,,,,
10/31/15,"11,295",395,"11,690",,"3,184,068","67,685","3,251,753",,"354,680",,,
11/1/15,"9,283",466,"9,749",,"3,193,351","68,151","3,261,502",,,,,
11/2/15,"4,752",69,"4,821",,"3,198,103","68,220","3,266,323",,,,,
11/3/15,"8,005",98,"8,103",,"3,206,108","68,318","3,274,426",,,,,
11/4/15,"8,794",72,"8,866",,"3,214,902","68,390","3,283,292",,,,,
11/5/15,"10,403",80,"10,483",,"3,225,305","68,470","3,293,775",,,,,
11/6/15,"11,091",161,"11,252",,"3,236,396","68,631","3,305,027",,,,,
11/7/15,"10,243",577,"10,820",,"3,246,639","69,208","3,315,847",,,,,
11/8/15,"9,357",433,"9,790",,"3,255,996","69,641","3,325,637",,,,,
11/9/15,"8,487",492,"8,979",,"3,264,483","70,133","3,334,616",,,,,
11/10/15,"10,056",172,"10,228",,"3,274,539","70,305","3,344,844",,,,,
11/11/15,"10,680",137,"10,817",,"3,285,219","70,442","3,355,661",,,,,
11/12/15,"11,019",137,"11,156",,"3,296,238","70,579","3,366,817",,,,,
11/13/15,"12,787",260,"13,047",,"3,309,025","70,839","3,379,864",,,,,
11/14/15,"11,376",393,"11,769",,"3,320,401","71,232","3,391,633",,,,,
11/15/15,"10,213",459,"10,672",,"3,330,614","71,691","3,402,305",,,,,
11/16/15,"9,545",110,"9,655",,"3,340,159","71,801","3,411,960",,,,,
11/17/15,"10,360",64,"10,424",,"3,350,519","71,865","3,422,384",,,,,
11/18/15,"10,986",73,"11,059",,"3,361,505","71,938","3,433,443",,,,,
11/19/15,"11,280",71,"11,351",,"3,372,785","72,009","3,444,794",,,,,
11/20/15,"12,149",168,"12,317",,"3,384,934","72,177","3,457,111",,,,,
11/21/15,"9,836",311,"10,147",,"3,394,770","72,488","3,467,258",,,,,
11/22/15,"7,103",206,"7,309",,"3,401,873","72,694","3,474,567",,,,,
11/23/15,"7,836",62,"7,898",,"3,409,709","72,756","3,482,465",,,,,
11/24/15,"8,593",69,"8,662",,"3,418,302","72,825","3,491,127",,,,,
11/25/15,"2,156",12,"2,168",,"3,420,458","72,837","3,493,295",,,,,
11/26/15,"10,408",97,"10,505",,"3,430,866","72,934","3,503,800",,,,,
11/27/15,"11,242",131,"11,373",,"3,442,108","73,065","3,515,173",,,,,
11/28/15,"10,296",379,"10,675",,"3,452,404","73,444","3,525,848",,,,,
11/29/15,"8,557",304,"8,861",,"3,460,961","73,748","3,534,709",,,,,
11/30/15,"8,398",70,"8,468",,"3,469,359","73,818","3,543,177",,"291,424",,,
12/1/15,"9,038",58,"9,096",,"3,478,397","73,876","3,552,273",,,,,
12/2/15,"9,340",64,"9,404",,"3,487,737","73,940","3,561,677",,,,,
12/3/15,"10,293",44,"10,337",,"3,498,030","73,984","3,572,014",,,,,
12/4/15,"10,806",105,"10,911",,"3,508,836","74,089","3,582,925",,,,,
12/5/15,"9,330",429,"9,759",,"3,518,166","74,518","3,592,684",,,,,
12/6/15,"8,348",503,"8,851",,"3,526,514","75,021","3,601,535",,,,,
12/7/15,"7,860",250,"8,110",,"3,534,374","75,271","3,609,645",,,,,
12/8/15,"7,519",345,"7,864",,"3,541,893","75,616","3,617,509",,,,,
12/9/15,"9,109",82,"9,191",,"3,551,002","75,698","3,626,700",,,,,
12/10/15,"9,840",50,"9,890",,"3,560,842","75,748","3,636,590",,,,,
12/11/15,"11,144",127,"11,271",,"3,571,986","75,875","3,647,861",,,,,
12/12/15,"9,687",218,"9,905",,"3,581,673","76,093","3,657,766",,,,,
12/13/15,"8,502",200,"8,702",,"3,590,175","76,293","3,666,468",,,,,
12/14/15,"7,796",77,"7,873",,"3,597,971","76,370","3,674,341",,,,,
12/15/15,"9,469",82,"9,551",,"3,607,440","76,452","3,683,892",,,,,
12/16/15,"8,192",53,"8,245",,"3,615,632","76,505","3,692,137",,,,,
12/17/15,"10,347",139,"10,486",,"3,625,979","76,644","3,702,623",,,,,
12/18/15,"10,936",109,"11,045",,"3,636,915","76,753","3,713,668",,,,,
12/19/15,"10,060",280,"10,340",,"3,646,975","77,033","3,724,008",,,,,
12/20/15,"8,358",177,"8,535",,"3,655,333","77,210","3,732,543",,,,,
12/21/15,"8,657",152,"8,809",,"3,663,990","77,362","3,741,352",,,,,
12/22/15,"9,316",185,"9,501",,"3,673,306","77,547","3,750,853",,,,,
12/23/15,"8,595",190,"8,785",,"3,681,901","77,737","3,759,638",,,,,
12/24/15,"4,942",128,"5,070",,"3,686,843","77,865","3,764,708",,,,,
12/25/15,"3,229",317,"3,546",,"3,690,072","78,182","3,768,254",,,,,
12/26/15,"4,831",305,"5,136",,"3,694,903","78,487","3,773,390",,,,,
12/27/15,"5,268",319,"5,587",,"3,700,171","78,806","3,778,977",,,,,
12/28/15,"4,701",168,"4,869",,"3,704,872","78,974","3,783,846",,,,,
12/29/15,"6,150",192,"6,342",,"3,711,022","79,166","3,790,188",,,,,
12/30/15,"6,758",219,"6,977",,"3,717,780","79,385","3,797,165",,,,,
12/31/15,"4,696",255,"4,951",,"3,722,476","79,640","3,802,116",,"258,939",,,
1/1/16,"3,369",289,"3,658",,"3,725,845","79,929","3,805,774",,,,,
1/2/16,"4,738",298,"5,036",,"3,730,583","80,227","3,810,810",,,,,
1/3/16,"3,919",153,"4,072",,"3,734,502","80,380","3,814,882",,,,,
1/4/16,"4,216",95,"4,311",,"3,738,718","80,475","3,819,193",,,,,
1/5/16,"6,712",144,"6,856",,"3,745,430","80,619","3,826,049",,,,,
1/6/16,"3,574",79,"3,653",,"3,749,004","80,698","3,829,702",,,,,
1/7/16,"6,638",84,"6,722",,"3,755,642","80,782","3,836,424",,,,,
1/8/16,"6,621",89,"6,710",,"3,762,263","80,871","3,843,134",,,,,
1/9/16,"6,132",126,"6,258",,"3,768,395","80,997","3,849,392",,,,,
1/10/16,"3,233",40,"3,273",,"3,771,628","81,037","3,852,665",,,,,
1/11/16,"5,910",40,"5,950",,"3,777,538","81,077","3,858,615",,,,,
1/12/16,"7,710",52,"7,762",,"3,785,248","81,129","3,866,377",,,,,
1/13/16,"8,069",58,"8,127",,"3,793,317","81,187","3,874,504",,,,,
1/14/16,"5,382",23,"5,405",,"3,798,699","81,210","3,879,909",,,,,
1/15/16,"8,043",41,"8,084",,"3,806,742","81,251","3,887,993",,,,,
1/16/16,"7,218",224,"7,442",,"3,813,960","81,475","3,895,435",,,,,
1/17/16,"5,716",161,"5,877",,"3,819,676","81,636","3,901,312",,,,,
1/18/16,"6,994",50,"7,044",,"3,826,670","81,686","3,908,356",,,,,
1/19/16,"7,652",44,"7,696",,"3,834,322","81,730","3,916,052",,,,,
1/20/16,"7,881",47,"7,928",,"3,842,203","81,777","3,923,980",,,,,
1/21/16,"7,960",42,"8,002",,"3,850,163","81,819","3,931,982",,,,,
1/22/16,"7,674",54,"7,728",,"3,857,837","81,873","3,939,710",,,,,
1/23/16,"8,196",327,"8,523",,"3,866,033","82,200","3,948,233",,,,,
1/24/16,"8,144",400,"8,544",,"3,874,177","82,600","3,956,777",,,,,
1/25/16,"8,115",100,"8,215",,"3,882,292","82,700","3,964,992",,,,,
1/26/16,"8,852",103,"8,955",,"3,891,144","82,803","3,973,947",,,,,
1/27/16,"8,284",65,"8,349",,"3,899,428","82,868","3,982,296",,,,,
1/28/16,"6,184",31,"6,215",,"3,905,612","82,899","3,988,511",,,,,
1/29/16,"7,609",52,"7,661",,"3,913,221","82,951","3,996,172",,,,,
1/30/16,"7,832",233,"8,065",,"3,921,053","83,184","4,004,237",,,,,
1/31/16,"7,424",402,"7,826",,"3,928,477","83,586","4,012,063",,"209,947",,,
